,date,county,cases,deaths,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
646,2020-04-22,2020-04-22,9060,318,9060.0,9060.0,9060.0,9060.0,9060.0,9060.0
648,2020-04-22,2020-04-22,3456,143,3456.0,3456.0,3456.0,3456.0,3456.0,3456.0
649,2020-04-23,2020-04-23,708,28,708.0,708.0,708.0,708.0,708.0,708.0
650,2020-04-23,2020-04-23,418,31,418.0,418.0,418.0,418.0,418.0,418.0
651,2020-04-23,2020-04-23,2181,109,2181.0,2181.0,2181.0,2181.0,2181.0,2181.0
652,2020-04-23,2020-04-23,14,1,14.0,14.0,14.0,14.0,14.0,14.0
653,2020-04-23,2020-04-23,6219,292,6219.0,6219.0,6219.0,6219.0,6219.0,6219.0
654,2020-04-23,2020-04-23,203,30,203.0,203.0,203.0,203.0,203.0,203.0
655,2020-04-23,2020-04-23,2836,287,2836.0,2836.0,2836.0,2836.0,2836.0,2836.0
656,2020-04-23,2020-04-23,367,15,367.0,367.0,367.0,367.0,367.0,367.0
657,2020-04-23,2020-04-23,10724,545,10724.0,10724.0,10724.0,10724.0,10724.0,10724.0
658,2020-04-23,2020-04-23,9,0,9.0,9.0,9.0,9.0,9.0,9.0
659,2020-04-23,2020-04-23,4541,335,4541.0,4541.0,4541.0,4541.0,4541.0,4541.0
660,2020-04-23,2020-04-23,3529,176,3529.0,3529.0,3529.0,3529.0,3529.0,3529.0
661,2020-04-23,2020-04-23,9739,346,9739.0,9739.0,9739.0,9739.0,9739.0,9739.0
663,2020-04-23,2020-04-23,3798,155,3798.0,3798.0,3798.0,3798.0,3798.0,3798.0
664,2020-04-24,2020-04-24,747,32,747.0,747.0,747.0,747.0,747.0,747.0
665,2020-04-24,2020-04-24,425,31,425.0,425.0,425.0,425.0,425.0,425.0
666,2020-04-24,2020-04-24,2697,126,2697.0,2697.0,2697.0,2697.0,2697.0,2697.0
667,2020-04-24,2020-04-24,15,1,15.0,15.0,15.0,15.0,15.0,15.0
668,2020-04-24,2020-04-24,6841,319,6841.0,6841.0,6841.0,6841.0,6841.0,6841.0
669,2020-04-24,2020-04-24,217,31,217.0,217.0,217.0,217.0,217.0,217.0
670,2020-04-24,2020-04-24,3060,299,3060.0,3060.0,3060.0,3060.0,3060.0,3060.0
671,2020-04-24,2020-04-24,396,17,396.0,396.0,396.0,396.0,396.0,396.0
672,2020-04-24,2020-04-24,11681,585,11681.0,11681.0,11681.0,11681.0,11681.0,11681.0
673,2020-04-24,2020-04-24,9,0,9.0,9.0,9.0,9.0,9.0,9.0
674,2020-04-24,2020-04-24,4979,368,4979.0,4979.0,4979.0,4979.0,4979.0,4979.0
675,2020-04-24,2020-04-24,4160,197,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0
676,2020-04-24,2020-04-24,10724,372,10724.0,10724.0,10724.0,10724.0,10724.0,10724.0
678,2020-04-24,2020-04-24,4227,166,4227.0,4227.0,4227.0,4227.0,4227.0,4227.0
679,2020-04-25,2020-04-25,756,37,756.0,756.0,756.0,756.0,756.0,756.0
680,2020-04-25,2020-04-25,425,31,425.0,425.0,425.0,425.0,425.0,425.0
681,2020-04-25,2020-04-25,2829,130,2829.0,2829.0,2829.0,2829.0,2829.0,2829.0
682,2020-04-25,2020-04-25,15,1,15.0,15.0,15.0,15.0,15.0,15.0
683,2020-04-25,2020-04-25,7212,336,7212.0,7212.0,7212.0,7212.0,7212.0,7212.0
684,2020-04-25,2020-04-25,225,32,225.0,225.0,225.0,225.0,225.0,225.0
685,2020-04-25,2020-04-25,3229,315,3229.0,3229.0,3229.0,3229.0,3229.0,3229.0
686,2020-04-25,2020-04-25,412,20,412.0,412.0,412.0,412.0,412.0,412.0
687,2020-04-25,2020-04-25,12253,629,12253.0,12253.0,12253.0,12253.0,12253.0,12253.0
688,2020-04-25,2020-04-25,9,0,9.0,9.0,9.0,9.0,9.0,9.0
689,2020-04-25,2020-04-25,5172,400,5172.0,5172.0,5172.0,5172.0,5172.0,5172.0
690,2020-04-25,2020-04-25,4380,212,4380.0,4380.0,4380.0,4380.0,4380.0,4380.0
691,2020-04-25,2020-04-25,11218,391,11218.0,11218.0,11218.0,11218.0,11218.0,11218.0
693,2020-04-25,2020-04-25,4460,183,4460.0,4460.0,4460.0,4460.0,4460.0,4460.0
694,2020-04-26,2020-04-26,772,37,772.0,772.0,772.0,772.0,772.0,772.0
695,2020-04-26,2020-04-26,428,31,428.0,428.0,428.0,428.0,428.0,428.0
696,2020-04-26,2020-04-26,2923,134,2923.0,2923.0,2923.0,2923.0,2923.0,2923.0
697,2020-04-26,2020-04-26,15,1,15.0,15.0,15.0,15.0,15.0,15.0
698,2020-04-26,2020-04-26,7489,350,7489.0,7489.0,7489.0,7489.0,7489.0,7489.0
699,2020-04-26,2020-04-26,226,33,226.0,226.0,226.0,226.0,226.0,226.0
700,2020-04-26,2020-04-26,3295,327,3295.0,3295.0,3295.0,3295.0,3295.0,3295.0
701,2020-04-26,2020-04-26,427,24,427.0,427.0,427.0,427.0,427.0,427.0
702,2020-04-26,2020-04-26,12648,670,12648.0,12648.0,12648.0,12648.0,12648.0,12648.0
703,2020-04-26,2020-04-26,10,0,10.0,10.0,10.0,10.0,10.0,10.0
704,2020-04-26,2020-04-26,5288,418,5288.0,5288.0,5288.0,5288.0,5288.0,5288.0
705,2020-04-26,2020-04-26,4495,230,4495.0,4495.0,4495.0,4495.0,4495.0,4495.0
706,2020-04-26,2020-04-26,11543,424,11543.0,11543.0,11543.0,11543.0,11543.0,11543.0
708,2020-04-26,2020-04-26,4572,206,4572.0,4572.0,4572.0,4572.0,4572.0,4572.0
709,2020-04-27,2020-04-27,798,39,798.0,798.0,798.0,798.0,798.0,798.0
710,2020-04-27,2020-04-27,428,31,428.0,428.0,428.0,428.0,428.0,428.0
711,2020-04-27,2020-04-27,3068,137,3068.0,3068.0,3068.0,3068.0,3068.0,3068.0
712,2020-04-27,2020-04-27,15,1,15.0,15.0,15.0,15.0,15.0,15.0
713,2020-04-27,2020-04-27,7708,359,7708.0,7708.0,7708.0,7708.0,7708.0,7708.0
714,2020-04-27,2020-04-27,231,33,231.0,231.0,231.0,231.0,231.0,231.0
715,2020-04-27,2020-04-27,3381,337,3381.0,3381.0,3381.0,3381.0,3381.0,3381.0
716,2020-04-27,2020-04-27,443,26,443.0,443.0,443.0,443.0,443.0,443.0
717,2020-04-27,2020-04-27,12953,700,12953.0,12953.0,12953.0,12953.0,12953.0,12953.0
718,2020-04-27,2020-04-27,10,0,10.0,10.0,10.0,10.0,10.0,10.0
719,2020-04-27,2020-04-27,5398,429,5398.0,5398.0,5398.0,5398.0,5398.0,5398.0
720,2020-04-27,2020-04-27,4607,240,4607.0,4607.0,4607.0,4607.0,4607.0,4607.0
721,2020-04-27,2020-04-27,11883,448,11883.0,11883.0,11883.0,11883.0,11883.0,11883.0
723,2020-04-27,2020-04-27,4744,215,4744.0,4744.0,4744.0,4744.0,4744.0,4744.0
724,2020-04-28,2020-04-28,820,39,820.0,820.0,820.0,820.0,820.0,820.0
725,2020-04-28,2020-04-28,430,31,430.0,430.0,430.0,430.0,430.0,430.0
726,2020-04-28,2020-04-28,3270,155,3270.0,3270.0,3270.0,3270.0,3270.0,3270.0
727,2020-04-28,2020-04-28,15,1,15.0,15.0,15.0,15.0,15.0,15.0
728,2020-04-28,2020-04-28,7972,383,7972.0,7972.0,7972.0,7972.0,7972.0,7972.0
729,2020-04-28,2020-04-28,237,33,237.0,237.0,237.0,237.0,237.0,237.0
730,2020-04-28,2020-04-28,3546,346,3546.0,3546.0,3546.0,3546.0,3546.0,3546.0
731,2020-04-28,2020-04-28,509,27,509.0,509.0,509.0,509.0,509.0,509.0
732,2020-04-28,2020-04-28,13417,731,13417.0,13417.0,13417.0,13417.0,13417.0,13417.0
733,2020-04-28,2020-04-28,11,0,11.0,11.0,11.0,11.0,11.0,11.0
734,2020-04-28,2020-04-28,5567,448,5567.0,5567.0,5567.0,5567.0,5567.0,5567.0
735,2020-04-28,2020-04-28,4744,256,4744.0,4744.0,4744.0,4744.0,4744.0,4744.0
736,2020-04-28,2020-04-28,12140,469,12140.0,12140.0,12140.0,12140.0,12140.0,12140.0
738,2020-04-28,2020-04-28,4999,229,4999.0,4999.0,4999.0,4999.0,4999.0,4999.0
739,2020-04-29,2020-04-29,842,40,842.0,842.0,842.0,842.0,842.0,842.0
740,2020-04-29,2020-04-29,440,34,440.0,440.0,440.0,440.0,440.0,440.0
741,2020-04-29,2020-04-29,3429,165,3429.0,3429.0,3429.0,3429.0,3429.0,3429.0
742,2020-04-29,2020-04-29,16,1,16.0,16.0,16.0,16.0,16.0,16.0
743,2020-04-29,2020-04-29,8380,425,8380.0,8380.0,8380.0,8380.0,8380.0,8380.0
744,2020-04-29,2020-04-29,252,35,252.0,252.0,252.0,252.0,252.0,252.0
745,2020-04-29,2020-04-29,3698,358,3698.0,3698.0,3698.0,3698.0,3698.0,3698.0
746,2020-04-29,2020-04-29,531,26,531.0,531.0,531.0,531.0,531.0,531.0
747,2020-04-29,2020-04-29,13799,802,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0
748,2020-04-29,2020-04-29,11,0,11.0,11.0,11.0,11.0,11.0,11.0
749,2020-04-29,2020-04-29,5700,484,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0
750,2020-04-29,2020-04-29,4871,273,4871.0,4871.0,4871.0,4871.0,4871.0,4871.0
751,2020-04-29,2020-04-29,12539,504,12539.0,12539.0,12539.0,12539.0,12539.0,12539.0
753,2020-04-29,2020-04-29,5300,253,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0
754,2020-04-30,2020-04-30,860,43,860.0,860.0,860.0,860.0,860.0,860.0
755,2020-04-30,2020-04-30,442,35,442.0,442.0,442.0,442.0,442.0,442.0
756,2020-04-30,2020-04-30,3580,172,3580.0,3580.0,3580.0,3580.0,3580.0,3580.0
757,2020-04-30,2020-04-30,17,1,17.0,17.0,17.0,17.0,17.0,17.0
758,2020-04-30,2020-04-30,8673,448,8673.0,8673.0,8673.0,8673.0,8673.0,8673.0
759,2020-04-30,2020-04-30,257,37,257.0,257.0,257.0,257.0,257.0,257.0
760,2020-04-30,2020-04-30,3777,373,3777.0,3777.0,3777.0,3777.0,3777.0,3777.0
761,2020-04-30,2020-04-30,546,30,546.0,546.0,546.0,546.0,546.0,546.0
762,2020-04-30,2020-04-30,14208,845,14208.0,14208.0,14208.0,14208.0,14208.0,14208.0
763,2020-04-30,2020-04-30,11,0,11.0,11.0,11.0,11.0,11.0,11.0
764,2020-04-30,2020-04-30,5896,499,5896.0,5896.0,5896.0,5896.0,5896.0,5896.0
765,2020-04-30,2020-04-30,5083,285,5083.0,5083.0,5083.0,5083.0,5083.0,5083.0
766,2020-04-30,2020-04-30,12890,524,12890.0,12890.0,12890.0,12890.0,12890.0,12890.0
768,2020-04-30,2020-04-30,5550,265,5550.0,5550.0,5550.0,5550.0,5550.0,5550.0
769,2020-05-01,2020-05-01,902,45,902.0,902.0,902.0,902.0,902.0,902.0
770,2020-05-01,2020-05-01,444,36,444.0,444.0,444.0,444.0,444.0,444.0
771,2020-05-01,2020-05-01,3792,182,3792.0,3792.0,3792.0,3792.0,3792.0,3792.0
772,2020-05-01,2020-05-01,18,1,18.0,18.0,18.0,18.0,18.0,18.0
773,2020-05-01,2020-05-01,9028,460,9028.0,9028.0,9028.0,9028.0,9028.0,9028.0
774,2020-05-01,2020-05-01,260,37,260.0,260.0,260.0,260.0,260.0,260.0
775,2020-05-01,2020-05-01,3900,381,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0
776,2020-05-01,2020-05-01,518,32,518.0,518.0,518.0,518.0,518.0,518.0
777,2020-05-01,2020-05-01,14607,885,14607.0,14607.0,14607.0,14607.0,14607.0,14607.0
778,2020-05-01,2020-05-01,11,0,11.0,11.0,11.0,11.0,11.0,11.0
779,2020-05-01,2020-05-01,6065,522,6065.0,6065.0,6065.0,6065.0,6065.0,6065.0
780,2020-05-01,2020-05-01,5259,301,5259.0,5259.0,5259.0,5259.0,5259.0,5259.0
781,2020-05-01,2020-05-01,13295,550,13295.0,13295.0,13295.0,13295.0,13295.0,13295.0
783,2020-05-01,2020-05-01,5787,278,5787.0,5787.0,5787.0,5787.0,5787.0,5787.0
784,2020-05-02,2020-05-02,937,46,937.0,937.0,937.0,937.0,937.0,937.0
785,2020-05-02,2020-05-02,448,36,448.0,448.0,448.0,448.0,448.0,448.0
786,2020-05-02,2020-05-02,3916,187,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0
787,2020-05-02,2020-05-02,18,1,18.0,18.0,18.0,18.0,18.0,18.0
788,2020-05-02,2020-05-02,9362,484,9362.0,9362.0,9362.0,9362.0,9362.0,9362.0
789,2020-05-02,2020-05-02,263,37,263.0,263.0,263.0,263.0,263.0,263.0
790,2020-05-02,2020-05-02,4003,387,4003.0,4003.0,4003.0,4003.0,4003.0,4003.0
791,2020-05-02,2020-05-02,549,33,549.0,549.0,549.0,549.0,549.0,549.0
792,2020-05-02,2020-05-02,15048,923,15048.0,15048.0,15048.0,15048.0,15048.0,15048.0
793,2020-05-02,2020-05-02,11,0,11.0,11.0,11.0,11.0,11.0,11.0
794,2020-05-02,2020-05-02,6187,535,6187.0,6187.0,6187.0,6187.0,6187.0,6187.0
795,2020-05-02,2020-05-02,5409,312,5409.0,5409.0,5409.0,5409.0,5409.0,5409.0
796,2020-05-02,2020-05-02,13606,569,13606.0,13606.0,13606.0,13606.0,13606.0,13606.0
798,2020-05-02,2020-05-02,6129,292,6129.0,6129.0,6129.0,6129.0,6129.0,6129.0
799,2020-05-03,2020-05-03,946,47,946.0,946.0,946.0,946.0,946.0,946.0
800,2020-05-03,2020-05-03,451,36,451.0,451.0,451.0,451.0,451.0,451.0
801,2020-05-03,2020-05-03,4019,198,4019.0,4019.0,4019.0,4019.0,4019.0,4019.0
802,2020-05-03,2020-05-03,21,1,21.0,21.0,21.0,21.0,21.0,21.0
803,2020-05-03,2020-05-03,9542,499,9542.0,9542.0,9542.0,9542.0,9542.0,9542.0
804,2020-05-03,2020-05-03,269,37,269.0,269.0,269.0,269.0,269.0,269.0
805,2020-05-03,2020-05-03,4066,398,4066.0,4066.0,4066.0,4066.0,4066.0,4066.0
806,2020-05-03,2020-05-03,559,36,559.0,559.0,559.0,559.0,559.0,559.0
807,2020-05-03,2020-05-03,15370,972,15370.0,15370.0,15370.0,15370.0,15370.0,15370.0
808,2020-05-03,2020-05-03,11,0,11.0,11.0,11.0,11.0,11.0,11.0
809,2020-05-03,2020-05-03,6280,550,6280.0,6280.0,6280.0,6280.0,6280.0,6280.0
810,2020-05-03,2020-05-03,5507,323,5507.0,5507.0,5507.0,5507.0,5507.0,5507.0
811,2020-05-03,2020-05-03,13777,588,13777.0,13777.0,13777.0,13777.0,13777.0,13777.0
813,2020-05-03,2020-05-03,6288,312,6288.0,6288.0,6288.0,6288.0,6288.0,6288.0
814,2020-05-04,2020-05-04,961,47,961.0,961.0,961.0,961.0,961.0,961.0
815,2020-05-04,2020-05-04,453,36,453.0,453.0,453.0,453.0,453.0,453.0
816,2020-05-04,2020-05-04,4103,205,4103.0,4103.0,4103.0,4103.0,4103.0,4103.0
817,2020-05-04,2020-05-04,21,1,21.0,21.0,21.0,21.0,21.0,21.0
818,2020-05-04,2020-05-04,9773,512,9773.0,9773.0,9773.0,9773.0,9773.0,9773.0
819,2020-05-04,2020-05-04,273,37,273.0,273.0,273.0,273.0,273.0,273.0
820,2020-05-04,2020-05-04,4114,408,4114.0,4114.0,4114.0,4114.0,4114.0,4114.0
821,2020-05-04,2020-05-04,563,36,563.0,563.0,563.0,563.0,563.0,563.0
822,2020-05-04,2020-05-04,15757,997,15757.0,15757.0,15757.0,15757.0,15757.0,15757.0
823,2020-05-04,2020-05-04,11,0,11.0,11.0,11.0,11.0,11.0,11.0
824,2020-05-04,2020-05-04,6382,555,6382.0,6382.0,6382.0,6382.0,6382.0,6382.0
825,2020-05-04,2020-05-04,5602,333,5602.0,5602.0,5602.0,5602.0,5602.0,5602.0
826,2020-05-04,2020-05-04,13941,596,13941.0,13941.0,13941.0,13941.0,13941.0,13941.0
828,2020-05-04,2020-05-04,6471,320,6471.0,6471.0,6471.0,6471.0,6471.0,6471.0
829,2020-05-05,2020-05-05,969,48,969.0,969.0,969.0,969.0,969.0,969.0
830,2020-05-05,2020-05-05,457,36,457.0,457.0,457.0,457.0,457.0,457.0
831,2020-05-05,2020-05-05,4235,210,4235.0,4235.0,4235.0,4235.0,4235.0,4235.0
832,2020-05-05,2020-05-05,21,1,21.0,21.0,21.0,21.0,21.0,21.0
833,2020-05-05,2020-05-05,9979,527,9979.0,9979.0,9979.0,9979.0,9979.0,9979.0
834,2020-05-05,2020-05-05,275,37,275.0,275.0,275.0,275.0,275.0,275.0
835,2020-05-05,2020-05-05,4203,415,4203.0,4203.0,4203.0,4203.0,4203.0,4203.0
836,2020-05-05,2020-05-05,575,47,575.0,575.0,575.0,575.0,575.0,575.0
837,2020-05-05,2020-05-05,15980,1028,15980.0,15980.0,15980.0,15980.0,15980.0,15980.0
838,2020-05-05,2020-05-05,11,0,11.0,11.0,11.0,11.0,11.0,11.0
839,2020-05-05,2020-05-05,6466,575,6466.0,6466.0,6466.0,6466.0,6466.0,6466.0
840,2020-05-05,2020-05-05,5736,341,5736.0,5736.0,5736.0,5736.0,5736.0,5736.0
841,2020-05-05,2020-05-05,14173,609,14173.0,14173.0,14173.0,14173.0,14173.0,14173.0
843,2020-05-05,2020-05-05,6597,331,6597.0,6597.0,6597.0,6597.0,6597.0,6597.0
844,2020-05-06,2020-05-06,997,55,997.0,997.0,997.0,997.0,997.0,997.0
845,2020-05-06,2020-05-06,461,37,461.0,461.0,461.0,461.0,461.0,461.0
846,2020-05-06,2020-05-06,4380,223,4380.0,4380.0,4380.0,4380.0,4380.0,4380.0
847,2020-05-06,2020-05-06,22,1,22.0,22.0,22.0,22.0,22.0,22.0
848,2020-05-06,2020-05-06,10344,561,10344.0,10344.0,10344.0,10344.0,10344.0,10344.0
849,2020-05-06,2020-05-06,278,38,278.0,278.0,278.0,278.0,278.0,278.0
850,2020-05-06,2020-05-06,4321,425,4321.0,4321.0,4321.0,4321.0,4321.0,4321.0
851,2020-05-06,2020-05-06,580,47,580.0,580.0,580.0,580.0,580.0,580.0
852,2020-05-06,2020-05-06,16327,1070,16327.0,16327.0,16327.0,16327.0,16327.0,16327.0
853,2020-05-06,2020-05-06,12,0,12.0,12.0,12.0,12.0,12.0,12.0
854,2020-05-06,2020-05-06,6610,596,6610.0,6610.0,6610.0,6610.0,6610.0,6610.0
855,2020-05-06,2020-05-06,5899,357,5899.0,5899.0,5899.0,5899.0,5899.0,5899.0
856,2020-05-06,2020-05-06,14476,642,14476.0,14476.0,14476.0,14476.0,14476.0,14476.0
858,2020-05-06,2020-05-06,6992,365,6992.0,6992.0,6992.0,6992.0,6992.0,6992.0
859,2020-05-07,2020-05-07,1021,57,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0
860,2020-05-07,2020-05-07,464,37,464.0,464.0,464.0,464.0,464.0,464.0
861,2020-05-07,2020-05-07,4529,232,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0
862,2020-05-07,2020-05-07,22,1,22.0,22.0,22.0,22.0,22.0,22.0
863,2020-05-07,2020-05-07,10610,578,10610.0,10610.0,10610.0,10610.0,10610.0,10610.0
864,2020-05-07,2020-05-07,285,39,285.0,285.0,285.0,285.0,285.0,285.0
865,2020-05-07,2020-05-07,4441,434,4441.0,4441.0,4441.0,4441.0,4441.0,4441.0
866,2020-05-07,2020-05-07,595,48,595.0,595.0,595.0,595.0,595.0,595.0
867,2020-05-07,2020-05-07,16676,1103,16676.0,16676.0,16676.0,16676.0,16676.0,16676.0
868,2020-05-07,2020-05-07,11,0,11.0,11.0,11.0,11.0,11.0,11.0
869,2020-05-07,2020-05-07,6729,608,6729.0,6729.0,6729.0,6729.0,6729.0,6729.0
870,2020-05-07,2020-05-07,6081,364,6081.0,6081.0,6081.0,6081.0,6081.0,6081.0
871,2020-05-07,2020-05-07,14732,663,14732.0,14732.0,14732.0,14732.0,14732.0,14732.0
873,2020-05-07,2020-05-07,7197,385,7197.0,7197.0,7197.0,7197.0,7197.0,7197.0
874,2020-05-08,2020-05-08,1038,61,1038.0,1038.0,1038.0,1038.0,1038.0,1038.0
875,2020-05-08,2020-05-08,472,37,472.0,472.0,472.0,472.0,472.0,472.0
876,2020-05-08,2020-05-08,4670,252,4670.0,4670.0,4670.0,4670.0,4670.0,4670.0
877,2020-05-08,2020-05-08,22,1,22.0,22.0,22.0,22.0,22.0,22.0
878,2020-05-08,2020-05-08,10995,601,10995.0,10995.0,10995.0,10995.0,10995.0,10995.0
879,2020-05-08,2020-05-08,289,41,289.0,289.0,289.0,289.0,289.0,289.0
880,2020-05-08,2020-05-08,4522,441,4522.0,4522.0,4522.0,4522.0,4522.0,4522.0
881,2020-05-08,2020-05-08,654,48,654.0,654.0,654.0,654.0,654.0,654.0
882,2020-05-08,2020-05-08,17014,1132,17014.0,17014.0,17014.0,17014.0,17014.0,17014.0
883,2020-05-08,2020-05-08,11,0,11.0,11.0,11.0,11.0,11.0,11.0
884,2020-05-08,2020-05-08,6801,623,6801.0,6801.0,6801.0,6801.0,6801.0,6801.0
885,2020-05-08,2020-05-08,6194,375,6194.0,6194.0,6194.0,6194.0,6194.0,6194.0
886,2020-05-08,2020-05-08,14944,683,14944.0,14944.0,14944.0,14944.0,14944.0,14944.0
888,2020-05-08,2020-05-08,7410,404,7410.0,7410.0,7410.0,7410.0,7410.0,7410.0
889,2020-05-09,2020-05-09,1056,66,1056.0,1056.0,1056.0,1056.0,1056.0,1056.0
890,2020-05-09,2020-05-09,472,37,472.0,472.0,472.0,472.0,472.0,472.0
891,2020-05-09,2020-05-09,4847,260,4847.0,4847.0,4847.0,4847.0,4847.0,4847.0
892,2020-05-09,2020-05-09,23,1,23.0,23.0,23.0,23.0,23.0,23.0
893,2020-05-09,2020-05-09,11211,625,11211.0,11211.0,11211.0,11211.0,11211.0,11211.0
894,2020-05-09,2020-05-09,294,42,294.0,294.0,294.0,294.0,294.0,294.0
895,2020-05-09,2020-05-09,4647,445,4647.0,4647.0,4647.0,4647.0,4647.0,4647.0
896,2020-05-09,2020-05-09,659,50,659.0,659.0,659.0,659.0,659.0,659.0
897,2020-05-09,2020-05-09,17307,1169,17307.0,17307.0,17307.0,17307.0,17307.0,17307.0
898,2020-05-09,2020-05-09,11,0,11.0,11.0,11.0,11.0,11.0,11.0
899,2020-05-09,2020-05-09,6887,635,6887.0,6887.0,6887.0,6887.0,6887.0,6887.0
900,2020-05-09,2020-05-09,6311,384,6311.0,6311.0,6311.0,6311.0,6311.0,6311.0
901,2020-05-09,2020-05-09,15119,703,15119.0,15119.0,15119.0,15119.0,15119.0,15119.0
903,2020-05-09,2020-05-09,7611,420,7611.0,7611.0,7611.0,7611.0,7611.0,7611.0
904,2020-05-10,2020-05-10,1068,68,1068.0,1068.0,1068.0,1068.0,1068.0,1068.0
905,2020-05-10,2020-05-10,475,37,475.0,475.0,475.0,475.0,475.0,475.0
906,2020-05-10,2020-05-10,4931,266,4931.0,4931.0,4931.0,4931.0,4931.0,4931.0
907,2020-05-10,2020-05-10,23,1,23.0,23.0,23.0,23.0,23.0,23.0
908,2020-05-10,2020-05-10,11353,644,11353.0,11353.0,11353.0,11353.0,11353.0,11353.0
909,2020-05-10,2020-05-10,294,42,294.0,294.0,294.0,294.0,294.0,294.0
910,2020-05-10,2020-05-10,4714,449,4714.0,4714.0,4714.0,4714.0,4714.0,4714.0
911,2020-05-10,2020-05-10,676,55,676.0,676.0,676.0,676.0,676.0,676.0
912,2020-05-10,2020-05-10,17589,1207,17589.0,17589.0,17589.0,17589.0,17589.0,17589.0
913,2020-05-10,2020-05-10,11,0,11.0,11.0,11.0,11.0,11.0,11.0
914,2020-05-10,2020-05-10,6952,650,6952.0,6952.0,6952.0,6952.0,6952.0,6952.0
915,2020-05-10,2020-05-10,6382,393,6382.0,6382.0,6382.0,6382.0,6382.0,6382.0
916,2020-05-10,2020-05-10,15279,718,15279.0,15279.0,15279.0,15279.0,15279.0,15279.0
918,2020-05-10,2020-05-10,7743,444,7743.0,7743.0,7743.0,7743.0,7743.0,7743.0
919,2020-05-11,2020-05-11,1075,73,1075.0,1075.0,1075.0,1075.0,1075.0,1075.0
920,2020-05-11,2020-05-11,478,37,478.0,478.0,478.0,478.0,478.0,478.0
921,2020-05-11,2020-05-11,4999,274,4999.0,4999.0,4999.0,4999.0,4999.0,4999.0
922,2020-05-11,2020-05-11,23,1,23.0,23.0,23.0,23.0,23.0,23.0
923,2020-05-11,2020-05-11,11432,669,11432.0,11432.0,11432.0,11432.0,11432.0,11432.0
924,2020-05-11,2020-05-11,296,42,296.0,296.0,296.0,296.0,296.0,296.0
925,2020-05-11,2020-05-11,4763,458,4763.0,4763.0,4763.0,4763.0,4763.0,4763.0
926,2020-05-11,2020-05-11,688,57,688.0,688.0,688.0,688.0,688.0,688.0
927,2020-05-11,2020-05-11,17774,1235,17774.0,17774.0,17774.0,17774.0,17774.0,17774.0
928,2020-05-11,2020-05-11,12,0,12.0,12.0,12.0,12.0,12.0,12.0
929,2020-05-11,2020-05-11,7004,661,7004.0,7004.0,7004.0,7004.0,7004.0,7004.0
930,2020-05-11,2020-05-11,6457,408,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0
931,2020-05-11,2020-05-11,15356,731,15356.0,15356.0,15356.0,15356.0,15356.0,15356.0
933,2020-05-11,2020-05-11,7818,457,7818.0,7818.0,7818.0,7818.0,7818.0,7818.0
934,2020-05-12,2020-05-12,1093,73,1093.0,1093.0,1093.0,1093.0,1093.0,1093.0
935,2020-05-12,2020-05-12,485,37,485.0,485.0,485.0,485.0,485.0,485.0
936,2020-05-12,2020-05-12,5125,278,5125.0,5125.0,5125.0,5125.0,5125.0,5125.0
937,2020-05-12,2020-05-12,23,1,23.0,23.0,23.0,23.0,23.0,23.0
938,2020-05-12,2020-05-12,11572,678,11572.0,11572.0,11572.0,11572.0,11572.0,11572.0
939,2020-05-12,2020-05-12,297,42,297.0,297.0,297.0,297.0,297.0,297.0
940,2020-05-12,2020-05-12,4831,464,4831.0,4831.0,4831.0,4831.0,4831.0,4831.0
941,2020-05-12,2020-05-12,702,57,702.0,702.0,702.0,702.0,702.0,702.0
942,2020-05-12,2020-05-12,17953,1244,17953.0,17953.0,17953.0,17953.0,17953.0,17953.0
943,2020-05-12,2020-05-12,12,0,12.0,12.0,12.0,12.0,12.0,12.0
944,2020-05-12,2020-05-12,7046,663,7046.0,7046.0,7046.0,7046.0,7046.0,7046.0
945,2020-05-12,2020-05-12,6507,409,6507.0,6507.0,6507.0,6507.0,6507.0,6507.0
946,2020-05-12,2020-05-12,15454,732,15454.0,15454.0,15454.0,15454.0,15454.0,15454.0
948,2020-05-12,2020-05-12,7959,459,7959.0,7959.0,7959.0,7959.0,7959.0,7959.0
949,2020-05-13,2020-05-13,1111,79,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0
950,2020-05-13,2020-05-13,486,37,486.0,486.0,486.0,486.0,486.0,486.0
951,2020-05-13,2020-05-13,5249,288,5249.0,5249.0,5249.0,5249.0,5249.0,5249.0
952,2020-05-13,2020-05-13,23,1,23.0,23.0,23.0,23.0,23.0,23.0
953,2020-05-13,2020-05-13,11703,704,11703.0,11703.0,11703.0,11703.0,11703.0,11703.0
954,2020-05-13,2020-05-13,302,43,302.0,302.0,302.0,302.0,302.0,302.0
955,2020-05-13,2020-05-13,4889,475,4889.0,4889.0,4889.0,4889.0,4889.0,4889.0
